Id,Tipo,Intento,Nota,Tiempo,Aprobado,Distinguido,Duracion
608,C,1,45,7.768241411606141,FALSE,FALSE,0.7627414116068394
36,A,1,79,7.768835539001884,TRUE,TRUE,0.7633355390025827
517,A,1,85,7.769571705270209,TRUE,TRUE,0.7640717052709078
941,C,1,54,7.770495173033851,FALSE,FALSE,0.7649951730345492
143,C,1,44,7.7705296130916395,FALSE,FALSE,0.765029613092338
320,A,1,76,7.77231592715907,TRUE,TRUE,0.7668159271597688
410,B,1,64,7.772614743462327,TRUE,FALSE,0.7671147434630257
338,A,1,72,7.772632662385149,TRUE,FALSE,0.7671326623858477
1107,A,1,74,7.772746145281417,TRUE,FALSE,0.7672461452821153
409,A,1,71,7.774707443561056,TRUE,FALSE,0.7692074435617542
246,C,1,41,7.774749531101406,FALSE,FALSE,0.7692495311021048
1068,A,1,78,7.77663504398879,TRUE,TRUE,0.7711350439894886
462,B,1,62,7.776660164694476,TRUE,FALSE,0.7711601646951749
856,B,1,66,7.776737134059658,TRUE,FALSE,0.7712371340603568
1197,C,1,47,7.777364213219698,FALSE,FALSE,0.7718642132203968
436,B,1,67,7.777807965721877,TRUE,FALSE,0.7723079657225753
144,C,1,49,7.77800181488783,FALSE,FALSE,0.7725018148885283
904,A,1,65,7.778674060245976,TRUE,FALSE,0.7731740602466743
235,A,1,77,7.779694073720748,TRUE,TRUE,0.7741940737214463
172,B,1,65,7.77970383425054,TRUE,FALSE,0.7742038342512387
853,C,1,45,7.779865430740756,FALSE,FALSE,0.7743654307414545
928,C,1,47,7.780858390691719,FALSE,FALSE,0.7753583906924177
481,B,1,68,7.7815688171904185,TRUE,FALSE,0.776068817191117
627,C,1,56,7.7822884584529675,TRUE,FALSE,0.776788458453666
145,A,1,71,7.7830930957024975,TRUE,FALSE,0.777593095703196
595,A,1,73,7.783412039101677,TRUE,FALSE,0.7779120391023753
666,C,1,44,7.784016543242615,FALSE,FALSE,0.7785165432433132
643,C,1,61,7.7847716876422055,TRUE,FALSE,0.779271687642904
997,A,1,64,7.785030311770242,TRUE,FALSE,0.7795303117709409
474,C,1,60,7.785124435304169,TRUE,FALSE,0.7796244353048678
180,C,1,53,7.785859082985553,FALSE,FALSE,0.7803590829862515
332,C,1,42,7.78586651464866,FALSE,FALSE,0.7803665146493586
789,C,1,44,7.785875324199878,FALSE,FALSE,0.7803753242005769
1009,A,1,71,7.786372263526573,TRUE,FALSE,0.7808722635272716
364,C,1,57,7.786905791315803,TRUE,FALSE,0.7814057913165016
1137,A,1,65,7.788101123092929,TRUE,FALSE,0.7826011230936274
116,C,1,57,7.7883139854202454,TRUE,FALSE,0.7828139854209439
251,C,1,63,7.789227127435879,TRUE,FALSE,0.7837271274365776
366,A,1,73,7.789460104686441,TRUE,FALSE,0.7839601046871394
1010,B,1,70,7.789544450453832,TRUE,FALSE,0.7840444504545303
264,A,1,75,7.789571973582497,TRUE,FALSE,0.7840719735831954
783,B,1,66,7.790957063745736,TRUE,FALSE,0.7854570637464349
790,A,1,71,7.791407590262679,TRUE,FALSE,0.7859075902633776
27,A,1,68,7.791965474894823,TRUE,FALSE,0.7864654748955218
1102,B,1,68,7.793339801228285,TRUE,FALSE,0.7878398012289836
1021,B,1,58,7.793970233735308,TRUE,FALSE,0.7884702337360068
479,C,1,59,7.7940298023713694,TRUE,FALSE,0.7885298023720679
708,C,1,55,7.794756801918993,TRUE,FALSE,0.7892568019196915
102,B,1,65,7.7954535470562405,TRUE,FALSE,0.789953547056939
1025,C,1,46,7.7958884890140325,FALSE,FALSE,0.790388489014731
823,C,1,59,7.796371496442589,TRUE,FALSE,0.7908714964432875
702,C,1,50,7.796482618789014,FALSE,FALSE,0.7909826187897124
81,C,1,51,7.797065571634448,FALSE,FALSE,0.7915655716351466
46,B,1,61,7.797760716777702,TRUE,FALSE,0.7922607167784008
492,C,1,50,7.798596140488371,FALSE,FALSE,0.7930961404890695
1008,C,1,47,7.798789092681545,FALSE,FALSE,0.7932890926822438
1169,B,1,62,7.800215335995745,TRUE,FALSE,0.7947153359964432
131,B,1,67,7.8018572919099825,TRUE,FALSE,0.7963572919106809
854,C,1,53,7.80243184140636,FALSE,FALSE,0.7969318414070585
100,B,1,62,7.803476153960219,TRUE,FALSE,0.7979761539609171
834,C,1,52,7.804955469578999,FALSE,FALSE,0.7994554695796978
502,C,1,51,7.805093498154747,FALSE,FALSE,0.7995934981554456
314,C,1,54,7.805832593916421,FALSE,FALSE,0.8003325939171191
84,A,1,74,7.807304510712129,TRUE,FALSE,0.8018045107128273
363,B,1,69,7.80824695111005,TRUE,FALSE,0.8027469511107483
218,B,1,67,7.808661327628215,TRUE,FALSE,0.8031613276289136
451,A,1,76,7.808734241527418,TRUE,TRUE,0.8032342415281164
601,B,1,59,7.8089340772457945,TRUE,FALSE,0.803434077246493
931,C,1,47,7.80928149632382,FALSE,FALSE,0.8037814963245182
739,C,1,58,7.809495472185517,TRUE,FALSE,0.8039954721862159
247,C,1,56,7.8095018309795705,TRUE,FALSE,0.804001830980269
758,B,1,64,7.810511804025737,TRUE,FALSE,0.8050118040264351
135,C,1,55,7.811447395350115,TRUE,FALSE,0.8059473953508132
537,B,1,59,7.813604604227294,TRUE,FALSE,0.8081046042279922
1011,C,1,43,7.81362204582183,FALSE,FALSE,0.8081220458225289
243,C,1,55,7.814724931315141,TRUE,FALSE,0.8092249313158391
973,C,1,56,7.814989929494914,TRUE,FALSE,0.8094899294956122
57,C,1,48,7.815270459519525,FALSE,FALSE,0.8097704595202231
445,C,1,52,7.815394716100855,FALSE,FALSE,0.8098947161015531
922,B,1,73,7.8161132087952865,TRUE,FALSE,0.810613208795985
764,A,1,75,7.81691318862795,TRUE,FALSE,0.8114131886286486
850,A,1,71,7.817402503533231,TRUE,FALSE,0.8119025035339291
567,A,1,77,7.817709640767134,TRUE,TRUE,0.8122096407678328
1173,B,1,59,7.818688234889123,TRUE,FALSE,0.8131882348898216
391,B,1,64,7.819104325259104,TRUE,FALSE,0.8136043252598029
685,B,1,71,7.819939603446983,TRUE,FALSE,0.8144396034476813
919,C,1,44,7.821167857564433,FALSE,FALSE,0.8156678575651313
269,B,1,65,7.82179981002264,TRUE,FALSE,0.8162998100233381
304,B,1,70,7.823794134146738,TRUE,FALSE,0.8182941341474361
259,B,1,57,7.823940175298048,TRUE,FALSE,0.8184401752987469
879,A,1,76,7.8243916692372295,TRUE,TRUE,0.818891669237928
115,A,1,77,7.825649332709872,TRUE,TRUE,0.8201493327105709
158,A,1,81,7.826295453007333,TRUE,TRUE,0.8207954530080315
433,A,1,75,7.826297621428239,TRUE,FALSE,0.8207976214289374
151,B,1,64,7.826950397815381,TRUE,FALSE,0.8214503978160792
365,B,1,66,7.827226914087078,TRUE,FALSE,0.8217269140877761
775,B,1,62,7.828409010486212,TRUE,FALSE,0.8229090104869101
491,B,1,66,7.828438362535962,TRUE,FALSE,0.8229383625366609
495,B,1,69,7.829210995190806,TRUE,FALSE,0.8237109951915045
724,B,1,63,7.832016963820934,TRUE,FALSE,0.8265169638216321
606,C,1,58,7.832036857114872,TRUE,FALSE,0.8265368571155705
915,A,1,73,7.832461783313192,TRUE,FALSE,0.8269617833138909
732,C,1,52,7.832976072215388,FALSE,FALSE,0.8274760722160863
186,B,1,68,7.83315036562999,TRUE,FALSE,0.8276503656306886
791,B,1,72,7.833819817828044,TRUE,FALSE,0.8283198178287421
1012,B,1,66,7.8346083933756745,TRUE,FALSE,0.829108393376373
1133,A,1,73,7.834665736991155,TRUE,FALSE,0.8291657369918539
62,C,1,42,7.8355529723121435,FALSE,FALSE,0.830052972312842
262,A,1,72,7.835608056975616,TRUE,FALSE,0.8301080569763144
761,A,1,70,7.836215533741779,TRUE,FALSE,0.8307155337424774
781,A,1,76,7.836529937641899,TRUE,TRUE,0.8310299376425974
1003,B,1,65,7.836584123724606,TRUE,FALSE,0.8310841237253044
1099,A,1,79,7.8374538741591095,TRUE,TRUE,0.831953874159808
80,C,1,56,7.837506024483446,TRUE,FALSE,0.8320060244841443
912,A,1,67,7.838225217346917,TRUE,FALSE,0.8327252173476154
944,C,1,46,7.839467893973051,FALSE,FALSE,0.8339678939737496
289,B,1,60,7.840056591929169,TRUE,FALSE,0.8345565919298679
753,A,1,73,7.841348491820099,TRUE,FALSE,0.8358484918207978
798,A,1,75,7.841509598918492,TRUE,FALSE,0.8360095989191905
877,B,1,57,7.841627881698514,TRUE,FALSE,0.8361278816992126
276,B,1,66,7.842322216853063,TRUE,FALSE,0.8368222168537613
1199,B,1,65,7.842389118108258,TRUE,FALSE,0.8368891181089566
106,B,1,74,7.842559217395319,TRUE,FALSE,0.8370592173960176
1046,C,1,57,7.844744384037767,TRUE,FALSE,0.8392443840384658
1018,B,1,63,7.844838478325983,TRUE,FALSE,0.8393384783266811
624,B,1,61,7.845150979159371,TRUE,FALSE,0.8396509791600693
1092,A,1,69,7.845749677348067,TRUE,FALSE,0.8402496773487655
942,C,1,62,7.848130079277325,TRUE,FALSE,0.8426300792780239
324,C,1,48,7.848186566407094,FALSE,FALSE,0.8426865664077923
421,A,1,71,7.848522057702212,TRUE,FALSE,0.8430220577029104
1062,C,1,42,7.850403216019913,FALSE,FALSE,0.8449032160206116
935,C,1,40,7.850800087853713,FALSE,FALSE,0.8453000878544117
847,B,1,73,7.851954670288251,TRUE,FALSE,0.8464546702889493
393,C,1,52,7.852467340570001,FALSE,FALSE,0.8469673405706999
263,B,1,63,7.852737566845462,TRUE,FALSE,0.8472375668461609
599,B,1,67,7.8535017274771235,TRUE,FALSE,0.848001727477822
55,B,1,64,7.85384489496937,TRUE,FALSE,0.8483448949700687
621,A,1,73,7.85774467552983,TRUE,FALSE,0.8522446755305282
632,C,1,48,7.857856338050624,FALSE,FALSE,0.8523563380513224
358,A,1,73,7.858587715578324,TRUE,FALSE,0.8530877155790222
302,B,1,59,7.858590732259472,TRUE,FALSE,0.8530907322601706
1058,C,1,49,7.85904717223093,FALSE,FALSE,0.8535471722316288
949,C,1,55,7.859404079295928,TRUE,FALSE,0.8539040792966262
1177,C,1,52,7.8601276399240305,FALSE,FALSE,0.854627639924729
587,A,1,73,7.860906909227197,TRUE,FALSE,0.8554069092278951
210,B,1,70,7.861085828746582,TRUE,FALSE,0.8555858287472802
146,A,1,73,7.8611760458334174,TRUE,FALSE,0.8556760458341159
283,A,1,71,7.861507572441042,TRUE,FALSE,0.8560075724417402
346,A,1,68,7.862025138918398,TRUE,FALSE,0.8565251389190962
999,B,1,71,7.862397603508725,TRUE,FALSE,0.8568976035094238
602,B,1,61,7.863560195437458,TRUE,FALSE,0.8580601954381564
610,B,1,70,7.863634866342181,TRUE,FALSE,0.8581348663428798
750,B,1,66,7.864094993004983,TRUE,FALSE,0.8585949930056813
1060,B,1,66,7.8645444307039725,TRUE,FALSE,0.859044430704671
759,B,1,63,7.864555481031857,TRUE,FALSE,0.8590554810325557
613,C,1,58,7.8645960695284884,TRUE,FALSE,0.8590960695291869
586,B,1,64,7.865529517064715,TRUE,FALSE,0.8600295170654135
322,B,1,74,7.865633162578888,TRUE,FALSE,0.8601331625795865
837,B,1,67,7.865659298262472,TRUE,FALSE,0.8601592982631701
634,C,1,44,7.866225147343357,FALSE,FALSE,0.8607251473440556
201,C,1,55,7.867199708143744,TRUE,FALSE,0.8616997081444424
1024,B,1,77,7.869538792703679,TRUE,TRUE,0.8640387927043776
160,B,1,67,7.87077586963278,TRUE,FALSE,0.8652758696334786
1002,B,1,64,7.8708538952960225,TRUE,FALSE,0.865353895296721
561,A,1,71,7.871326699092606,TRUE,FALSE,0.8658266990933043
111,B,1,73,7.8718397131960955,TRUE,FALSE,0.866339713196794
803,B,1,67,7.872517365252861,TRUE,FALSE,0.8670173652535595
309,C,1,59,7.87254169415246,TRUE,FALSE,0.8670416941531585
719,B,1,67,7.872592348699982,TRUE,FALSE,0.8670923487006803
1080,C,1,47,7.872631905771414,FALSE,FALSE,0.8671319057721121
429,C,1,44,7.872833751171129,FALSE,FALSE,0.8673337511718273
59,A,1,76,7.873301392250141,TRUE,TRUE,0.8678013922508399
878,C,1,47,7.873657765685493,FALSE,FALSE,0.8681577656861919
50,A,1,74,7.873809879009059,TRUE,FALSE,0.8683098790097574
662,C,1,42,7.87408870373838,FALSE,FALSE,0.8685887037390785
1117,A,1,77,7.874152467487875,TRUE,TRUE,0.8686524674885732
281,B,1,66,7.874534671631409,TRUE,FALSE,0.8690346716321073
631,A,1,76,7.874769236521388,TRUE,TRUE,0.8692692365220864
725,A,1,82,7.8749702113855164,TRUE,TRUE,0.8694702113862149
490,B,1,62,7.875062713697844,TRUE,FALSE,0.8695627136985422
799,C,1,48,7.875328055437421,FALSE,FALSE,0.8698280554381199
687,C,1,46,7.875391124274756,FALSE,FALSE,0.8698911242754548
494,B,1,66,7.876029567738442,TRUE,FALSE,0.8705295677391405
378,C,1,50,7.8764598024718,FALSE,FALSE,0.8709598024724983
722,A,1,77,7.876709761712846,TRUE,TRUE,0.8712097617135441
988,A,1,67,7.876768794521922,TRUE,FALSE,0.8712687945226207
182,A,1,77,7.877194127959228,TRUE,TRUE,0.8716941279599268
333,A,1,73,7.878236448832467,TRUE,FALSE,0.8727364488331659
594,A,1,79,7.879483003162022,TRUE,TRUE,0.8739830031627207
139,B,1,65,7.8799955995236814,TRUE,FALSE,0.8744955995243799
637,B,1,69,7.880648587291944,TRUE,FALSE,0.8751485872926423
434,A,1,81,7.880732461802836,TRUE,TRUE,0.8752324618035345
1192,C,1,48,7.880963485305983,FALSE,FALSE,0.8754634853066818
20,C,1,54,7.881288555905485,FALSE,FALSE,0.8757885559061833
565,A,1,71,7.88141641466791,TRUE,FALSE,0.8759164146686089
44,C,1,50,7.881864559389214,FALSE,FALSE,0.8763645593899128
614,B,1,73,7.882285841656994,TRUE,FALSE,0.8767858416576928
323,B,1,59,7.883579302862927,TRUE,FALSE,0.8780793028636253
752,B,1,61,7.88376476708072,TRUE,FALSE,0.8782647670814185
330,A,1,74,7.884351039909234,TRUE,FALSE,0.8788510399099323
464,C,1,51,7.885351175722462,FALSE,FALSE,0.8798511757231608
272,C,1,52,7.88543629346168,FALSE,FALSE,0.8799362934623787
1198,B,1,67,7.885603211285343,TRUE,FALSE,0.8801032112860412
639,C,1,56,7.885889089033299,TRUE,FALSE,0.8803890890339972
688,A,1,71,7.886019416979252,TRUE,FALSE,0.8805194169799506
622,A,1,76,7.886156414955622,TRUE,TRUE,0.8806564149563201
680,A,1,73,7.886459607630968,TRUE,FALSE,0.8809596076316666
884,B,1,60,7.886506101942359,TRUE,FALSE,0.8810061019430577
880,A,1,72,7.887845694858697,TRUE,FALSE,0.8823456948593957
648,C,1,55,7.888317691656994,TRUE,FALSE,0.8828176916576922
130,A,1,73,7.88837015651734,TRUE,FALSE,0.8828701565180381
382,C,1,45,7.88838959140412,FALSE,FALSE,0.8828895914048189
528,B,1,65,7.888795055467199,TRUE,FALSE,0.8832950554678973
672,A,1,80,7.890216410280118,TRUE,TRUE,0.8847164102808165
656,C,1,53,7.890980320964445,FALSE,FALSE,0.8854803209651436
727,B,1,48,7.891244838079729,FALSE,FALSE,0.8857448380804271
985,A,1,71,7.894740659998206,TRUE,FALSE,0.8892406599989044
588,A,1,85,7.894963014714449,TRUE,TRUE,0.8894630147151474
704,C,1,52,7.895969182729459,FALSE,FALSE,0.8904691827301576
404,C,1,57,7.896010232339904,TRUE,FALSE,0.8905102323406027
134,C,1,59,7.896251429770928,TRUE,FALSE,0.8907514297716261
250,B,1,62,7.899137000033079,TRUE,FALSE,0.8936370000337774
1126,C,1,59,7.899532770563383,TRUE,FALSE,0.8940327705640811
306,C,1,49,7.89991012984683,FALSE,FALSE,0.8944101298475289
675,C,1,45,7.900788446353545,FALSE,FALSE,0.8952884463542432
835,C,1,62,7.901130166472285,TRUE,FALSE,0.8956301664729835
1182,A,1,69,7.90113906098486,TRUE,FALSE,0.8956390609855589
371,B,1,67,7.901404820222524,TRUE,FALSE,0.8959048202232225
342,B,1,61,7.902492009681737,TRUE,FALSE,0.8969920096824353
68,B,1,63,7.9025272412727645,TRUE,FALSE,0.897027241273463
1149,A,1,74,7.902685884895618,TRUE,FALSE,0.8971858848963166
600,A,1,71,7.902783450492279,TRUE,FALSE,0.8972834504929779
95,B,1,69,7.903949668259884,TRUE,FALSE,0.8984496682605823
825,B,1,71,7.906210727698635,TRUE,FALSE,0.9007107276993338
920,A,1,78,7.906357155774458,TRUE,TRUE,0.9008571557751566
230,A,1,71,7.90667628958181,TRUE,FALSE,0.9011762895825086
1146,C,1,53,7.906892392853479,FALSE,FALSE,0.9013923928541772
228,C,1,50,7.9070058769320894,FALSE,FALSE,0.9015058769327879
396,A,1,74,7.907347987846151,TRUE,FALSE,0.9018479878468497
156,C,1,49,7.908512098634674,FALSE,FALSE,0.9030120986353722
872,C,1,46,7.908691572782118,FALSE,FALSE,0.9031915727828164
284,A,1,79,7.909088687516487,TRUE,TRUE,0.9035886875171855
29,B,1,58,7.909589139399031,TRUE,FALSE,0.9040891393997299
326,A,1,70,7.910289476960315,TRUE,FALSE,0.9047894769610139
369,B,1,69,7.910533351907361,TRUE,FALSE,0.9050333519080596
990,B,1,74,7.910812296111544,TRUE,FALSE,0.9053122961122426
709,B,1,56,7.910828917985782,TRUE,FALSE,0.9053289179864805
248,B,1,73,7.910979531585326,TRUE,FALSE,0.9054795315860247
356,B,1,70,7.91105924200383,TRUE,FALSE,0.9055592420045286
121,C,1,58,7.9110873758509115,TRUE,FALSE,0.90558737585161
1052,A,1,68,7.911264065445721,TRUE,FALSE,0.9057640654464194
952,C,1,57,7.911602779444365,TRUE,FALSE,0.9061027794450638
127,B,1,63,7.911694065362099,TRUE,FALSE,0.9061940653627971
734,B,1,62,7.9121757675893605,TRUE,FALSE,0.906675767590059
174,A,1,69,7.912999862663128,TRUE,FALSE,0.9074998626638262
169,B,1,70,7.913460011670395,TRUE,FALSE,0.9079600116710935
1071,A,1,76,7.9135561109105765,TRUE,TRUE,0.908056110911275
673,B,1,59,7.913940346112213,TRUE,FALSE,0.9084403461129114
1057,B,1,69,7.9146187089936575,TRUE,FALSE,0.909118708994356
839,A,1,81,7.914673783016042,TRUE,TRUE,0.9091737830167403
770,A,1,67,7.915940844304714,TRUE,FALSE,0.9104408443054126
353,A,1,76,7.916467230235867,TRUE,TRUE,0.9109672302365652
786,C,1,52,7.917147479045525,FALSE,FALSE,0.9116474790462235
683,A,1,66,7.917208591963572,TRUE,FALSE,0.9117085919642705
549,B,1,72,7.917822001698369,TRUE,FALSE,0.9123220016990672
1171,A,1,68,7.918187001338083,TRUE,FALSE,0.9126870013387816
2,B,1,60,7.9184376721896115,TRUE,FALSE,0.91293767219031
176,C,1,57,7.918978211586364,TRUE,FALSE,0.9134782115870621
157,C,1,50,7.919270898517425,FALSE,FALSE,0.9137708985181234
482,A,1,74,7.919535611628817,TRUE,FALSE,0.9140356116295152
983,A,1,75,7.919748212687409,TRUE,FALSE,0.9142482126881077
486,A,1,82,7.920551778333902,TRUE,TRUE,0.9150517783346004
694,A,1,71,7.921226975315221,TRUE,FALSE,0.9157269753159198
