"Año","Estacion","Barco","Sexo","Largo","Peso"
2007,"Verano","La sirena","Macho",10.9082561657594,139.667686833883
2007,"Verano","La sirena","Macho",5.61974976148724,23.2016311034896
2007,"Verano","La sirena","Macho",8.01279359358688,65.7888230774669
2007,"Verano","La sirena","Hembra",7.86768978864928,58.3188006972571
2007,"Verano","La sirena","Hembra",8.26328215710844,69.4752474430031
2007,"Verano","La sirena","Macho",7.02971613743379,48.5120966648514
2007,"Verano","La sirena","Hembra",7.499387703358,55.6133198627979
2007,"Verano","La sirena","Macho",9.08382803684797,91.673454581651
2007,"Verano","La sirena","Macho",6.25111278606922,35.3644997482505
2007,"Verano","La sirena","Macho",10.6228525836457,127.045930035857
2007,"Verano","La sirena","Hembra",7.0765520976235,52.4899968721961
2007,"Verano","La sirena","Macho",8.27183455737197,59.9084433902471
2007,"Verano","La sirena","Hembra",9.13958714419178,112.590153417205
2007,"Verano","La sirena","Hembra",9.20408240691115,108.389022374329
2007,"Verano","La sirena","Hembra",8.13790400336034,73.3112348566675
2007,"Verano","La sirena","Macho",8.23515339205828,66.571619989003
2007,"Verano","La sirena","Hembra",9.65351698217161,135.17244740978
2007,"Verano","La sirena","Hembra",6.75224089950829,46.9434042424393
2007,"Verano","La sirena","Hembra",7.5619123461615,56.9266194119843
2007,"Verano","La sirena","Macho",8.64468393433824,69.4936741746792
2007,"Verano","La sirena","Macho",7.34387063682711,42.1208880726788
2007,"Verano","La sirena","Macho",10.4290067897507,124.494983159979
2007,"Verano","La sirena","Macho",9.24453156770322,86.81450450837
2007,"Verano","La sirena","Hembra",8.58660010289771,94.3095227193102
2007,"Verano","La sirena","Macho",5.53681256018764,27.2148259744078
2007,"Verano","La sirena","Macho",8.14437038305461,60.8219184679458
2007,"Verano","La sirena","Macho",7.56209302406511,50.3405393833012
2007,"Verano","La sirena","Hembra",8.37718418377528,92.1430625003754
2007,"Verano","La sirena","Macho",6.09134931400533,28.1770746361455
2007,"Verano","La sirena","Hembra",9.09838965259591,106.494834347949
2007,"Verano","La sirena","Macho",6.33377405147804,33.2261198252194
2007,"Verano","La sirena","Macho",7.7154226315479,57.5811271137024
2007,"Verano","La sirena","Hembra",8.95771099534162,82.0397381933928
2007,"Verano","La sirena","Hembra",7.55978105318434,56.886337766519
2007,"Verano","La sirena","Hembra",9.19958968681608,125.116123628892
2007,"Verano","La sirena","Macho",5.86193231719212,33.3979620299573
2007,"Verano","La sirena","Macho",3.32338304576708,6.6393901760534
2007,"Verano","La sirena","Hembra",9.05796158894302,95.3204222409853
2007,"Verano","La sirena","Macho",9.5289177058337,91.6917223960765
2007,"Verano","La sirena","Hembra",8.15698549169034,66.3747277426737
2007,"Verano","La sirena","Macho",8.95701463280573,83.7181701970731
2007,"Verano","La sirena","Macho",6.13494190735776,34.8799843220547
2007,"Verano","La sirena","Hembra",8.3474216718092,75.8934529147434
2007,"Verano","La sirena","Macho",4.79941876073095,25.4999674137893
2007,"Verano","La sirena","Macho",10.1080075154455,85.6884616835166
2007,"Verano","La sirena","Macho",11.2618484646234,149.508085729691
2007,"Verano","Rocadencia","Hembra",9.78881471233839,118.070268765211
2007,"Verano","Rocadencia","Macho",8.05351015709664,65.5238500353591
2007,"Verano","Rocadencia","Macho",8.04333841813094,58.3886667288616
2007,"Verano","Rocadencia","Hembra",6.68071885221868,46.7711789280798
2007,"Verano","Rocadencia","Macho",9.44365508460999,75.8104328558894
2007,"Verano","Rocadencia","Hembra",8.24711898316987,81.671962395092
2007,"Verano","Rocadencia","Hembra",7.71190848956671,98.4587399346077
2007,"Verano","Rocadencia","Hembra",6.80556904881003,57.5833367586309
2007,"Verano","Rocadencia","Macho",7.59040375570134,64.3801219226848
2007,"Verano","Rocadencia","Macho",6.6565960704716,44.6990066190043
2007,"Verano","Rocadencia","Hembra",8.0235633756066,80.5426591917008
2007,"Verano","Rocadencia","Macho",6.03008002080188,36.0412243116776
2007,"Verano","Rocadencia","Macho",10.9689021210077,133.891513446682
2007,"Verano","Rocadencia","Hembra",8.48079696735044,75.0148618732293
2007,"Verano","Rocadencia","Hembra",9.78993409272686,109.262518448236
2007,"Verano","Rocadencia","Macho",3.67711056056199,9.17696980175232
2007,"Verano","Rocadencia","Macho",7.32956368900878,51.4262358413824
2007,"Verano","Rocadencia","Hembra",7.68942125008951,70.7499425267514
2007,"Verano","Rocadencia","Hembra",7.0324885847609,67.3405391213299
2007,"Verano","Rocadencia","Macho",10.729235562181,122.509158798874
2007,"Verano","Rocadencia","Hembra",6.80166169627661,49.4483534627609
2007,"Verano","Rocadencia","Macho",8.64126344269364,98.2457824191312
2007,"Verano","Rocadencia","Macho",9.53894168548548,100.912221601409
2007,"Verano","Rocadencia","Macho",8.40292332031064,76.7496047694734
2007,"Verano","Rocadencia","Macho",6.61206568825762,38.6314224330594
2007,"Verano","Rocadencia","Hembra",9.629398968069,112.641167848385
2007,"Verano","Rocadencia","Macho",8.38999973912942,72.5770965509898
2007,"Verano","Rocadencia","Macho",6.29205355915053,42.7323847041134
2007,"Verano","Rocadencia","Macho",5.74031661907649,28.6055497550276
2007,"Verano","Rocadencia","Hembra",11.0040609213918,166.412950117009
2007,"Verano","Rocadencia","Hembra",7.68579622549788,47.1696109665475
2007,"Verano","Rocadencia","Hembra",6.27331401529835,40.3481246871334
2007,"Verano","Rocadencia","Hembra",9.13991123530438,79.7322105382192
2007,"Verano","Rocadencia","Hembra",8.87227630727307,106.601906247261
2007,"Verano","Rocadencia","Macho",5.79848162927158,29.7549924824846
2007,"Verano","Rocadencia","Hembra",6.16845230370166,41.9128554468933
2007,"Verano","Rocadencia","Hembra",8.36043697940967,102.300460426672
2007,"Verano","Rocadencia","Hembra",9.86727555005131,134.579177551648
2007,"Verano","Rocadencia","Hembra",9.26334884221858,91.4295307075231
2007,"Verano","Rocadencia","Macho",7.26200637892464,51.4739225315026
2007,"Verano","Rocadencia","Macho",6.68188000630656,34.8067614659851
2007,"Verano","Rocadencia","Macho",8.56081348647593,68.9255710084564
2007,"Verano","Rocadencia","Macho",8.36750069026747,78.1059421134721
2007,"Verano","Rocadencia","Macho",9.17050996937764,94.4012529890899
2007,"Verano","Rocadencia","Hembra",8.02504245965332,89.4866578140889
2007,"Verano","Rocadencia","Macho",9.62890189044527,89.3533647881475
2007,"Verano","Rocadencia","Macho",6.68762040352838,32.7586196074505
2007,"Verano","Rocadencia","Macho",7.53807400979606,46.6332984189615
2007,"Verano","Rocadencia","Macho",9.35938469033404,96.4038187851319
2007,"Verano","Rocadencia","Hembra",9.68796593035253,111.130202454308
2007,"Verano","Rocadencia","Hembra",6.17379435825594,28.6559569409752
2007,"Verano","Rocadencia","Macho",8.28222369192746,64.3592970562247
2007,"Verano","Rocadencia","Macho",9.13492431994887,96.3868678477505
2007,"Verano","Rocadencia","Macho",5.63359866706593,30.9731227932729
2007,"Verano","Rocadencia","Macho",8.91706351978787,73.6382944271824
2007,"Verano","Rocadencia","Macho",6.69210374032544,34.3252341948517
2007,"Verano","Rocadencia","Macho",9.83443012067953,93.0099040068605
2007,"Verano","Rocadencia","Macho",9.01541945457449,81.7076118186733
2007,"Verano","Rocadencia","Macho",9.40738890149253,97.4699151092861
2007,"Verano","Rocadencia","Macho",8.30522285978796,55.1672151358346
2007,"Verano","Rocadencia","Macho",9.56820233806818,102.961105383615
2007,"Verano","Rocadencia","Macho",10.4468746981347,115.011560753424
2007,"Verano","Rocadencia","Hembra",10.8594976185468,164.493429536658
2007,"Verano","Rocadencia","Macho",8.05172840692659,52.5864544147474
2007,"Verano","Rocadencia","Macho",4.27661314643491,14.0180273132042
2007,"Verano","Rocadencia","Macho",8.15359420780979,61.2854787872454
2007,"Verano","Rocadencia","Hembra",8.74667345013997,105.578016358527
2007,"Verano","Rocadencia","Macho",7.83591290985452,65.794315426222
2007,"Verano","Rocadencia","Macho",9.06609065532103,85.5785529765372
2007,"Verano","Rocadencia","Macho",9.81815253967425,110.41942514738
2007,"Verano","Rocadencia","Hembra",7.87842108379861,66.1568074876592
2007,"Verano","Rocadencia","Macho",7.60003794383461,59.2711177613612
2007,"Verano","Rocadencia","Hembra",8.97741065056041,92.0729574722684
2007,"Verano","Rocadencia","Hembra",7.83973151021303,61.6863149723303
2007,"Verano","Rocadencia","Hembra",8.60952086018588,96.316266757864
2007,"Verano","Rocadencia","Hembra",6.14595088133764,54.9420087774028
2007,"Verano","Rocadencia","Macho",6.19617047362404,37.6518360442733
2007,"Verano","Rocadencia","Macho",5.84281569147299,28.3736101316445
2007,"Verano","Rocadencia","Hembra",7.47565156392731,59.6650912055548
2007,"Verano","Rocadencia","Hembra",7.6680345664832,84.9225564891962
2007,"Verano","Rocadencia","Hembra",8.95876617105564,97.7161555803489
2007,"Verano","Rocadencia","Macho",9.76959210428849,104.149272077018
2007,"Verano","Rocadencia","Hembra",7.62713976509496,62.1961966975027
2007,"Verano","Rocadencia","Macho",6.40537372995739,41.9065319162704
2007,"Verano","Rocadencia","Hembra",7.24997336921259,54.0016559797393
2007,"Verano","Rocadencia","Macho",7.39519916518175,52.9144560145283
2007,"Verano","Rocadencia","Macho",7.69365058414064,51.1764217229279
2007,"Verano","Rocadencia","Macho",8.92214980752506,61.0722279523002
2007,"Verano","Rocadencia","Hembra",8.11441018939793,57.917197057538
2007,"Verano","Rocadencia","Hembra",6.00581287736797,41.2777427014698
2007,"Verano","Rocadencia","Macho",7.94456173156476,67.2230705899062
2007,"Verano","Rocadencia","Macho",10.1182175781076,93.9425362061663
2007,"Verano","Rocadencia","Hembra",9.92992152221239,99.5389825737411
2007,"Verano","Rocadencia","Hembra",7.55324413826652,82.3700669013651
2007,"Verano","Rocadencia","Hembra",6.64266814763492,45.3118415035554
2007,"Verano","Rocadencia","Macho",12.278702836171,180.048271398253
2007,"Verano","Rocadencia","Macho",7.82388269778499,53.2518730738072
2007,"Verano","Rocadencia","Hembra",8.38305849987326,79.213814711382
2007,"Verano","Rocadencia","Macho",8.81497612078685,77.1312187501817
2007,"Verano","Rocadencia","Macho",5.3561329237475,24.9765395773279
2007,"Verano","Serena","Macho",6.86202751097481,41.1654925389668
2007,"Verano","Serena","Hembra",6.65146911365199,45.6698342255979
2007,"Verano","Serena","Hembra",7.66828646318729,37.5038728063518
2007,"Verano","Serena","Macho",8.30204403610775,79.3980602196369
2007,"Verano","Serena","Macho",5.77999392142225,35.9382620500365
2007,"Verano","Serena","Hembra",9.20797921524078,86.7171036936777
2007,"Verano","Serena","Macho",8.59188484898947,71.7945558759971
2007,"Verano","Serena","Macho",6.56283445644491,45.0952702943983
2007,"Verano","Serena","Macho",8.48475240204781,76.0410780843848
2007,"Verano","Serena","Macho",9.37173797623953,98.4297071372105
2007,"Verano","Serena","Macho",9.90386193054496,91.6106352636718
2007,"Verano","Serena","Macho",7.7381579263009,70.9745835477651
2007,"Verano","Serena","Macho",7.94081745035122,53.1593324080218
2007,"Verano","Serena","Hembra",8.39594303802169,91.020115692942
2007,"Verano","Serena","Macho",10.5504849852936,119.302386844066
2007,"Verano","Serena","Hembra",9.85008627073359,113.131809513637
2007,"Verano","Serena","Macho",9.51848266518697,90.938223730453
2007,"Verano","Serena","Macho",7.61152064027082,49.5934967621656
2007,"Verano","Serena","Hembra",8.94788972099969,123.416970805843
2007,"Verano","Serena","Hembra",8.98394839746483,94.9049389021339
2007,"Verano","Serena","Macho",6.32915539970815,37.9602010463438
2007,"Verano","Serena","Hembra",6.42603458161511,48.9270723198523
2007,"Verano","Serena","Hembra",9.27019603318194,93.7592692073098
2007,"Verano","Serena","Hembra",6.66482736258349,41.5944922821445
2007,"Verano","Serena","Macho",8.10286227042316,63.6420787658274
2007,"Verano","Serena","Macho",8.52542129629216,58.5843420649244
2007,"Verano","Serena","Macho",9.05857456352,71.321646846233
2007,"Verano","Serena","Macho",8.42202460377518,62.0505247068362
2007,"Verano","Serena","Hembra",7.62057543244345,54.7448350677906
2007,"Verano","Serena","Hembra",9.68363903187455,111.903977639297
2007,"Verano","Serena","Hembra",10.5863605202875,178.299628913458
2007,"Verano","Serena","Macho",9.59800397517325,83.3443007992413
2007,"Verano","Serena","Macho",4.79579346774924,21.3813617631233
2007,"Verano","Serena","Macho",10.479279515185,125.23327359809
2007,"Verano","Serena","Macho",8.00470489148334,56.2065852230105
2007,"Verano","Serena","Macho",8.99235427484279,81.0354468460489
2007,"Verano","Serena","Macho",9.1574565009808,92.6342792290376
2007,"Verano","Serena","Hembra",8.38397671215195,81.3281600602537
2007,"Verano","Serena","Macho",7.97205256399717,59.3848095219171
2007,"Verano","Serena","Hembra",9.72298848319708,118.470165565655
2007,"Verano","Serena","Macho",9.30972326822661,86.5280530291114
2007,"Verano","Serena","Hembra",9.68831469525308,104.183737078131
2007,"Verano","Serena","Macho",12.1509753818916,165.179977839011
2007,"Verano","Serena","Hembra",9.2972990364329,137.102078383183
2007,"Verano","Serena","Macho",8.45254796755502,73.1260413749771
2007,"Verano","Serena","Hembra",5.84724026730925,31.4233156548179
2007,"Verano","Serena","Macho",12.6759138055184,169.639184481682
2007,"Verano","Serena","Hembra",7.92078781384443,65.6455776352127
2007,"Verano","Serena","Hembra",11.3496816581145,201.508711632179
2007,"Verano","Serena","Hembra",8.94957228160598,98.1244359197889
2007,"Verano","Serena","Macho",10.7153313381245,114.17775678681
2007,"Verano","Serena","Macho",7.91349245400039,64.3648732058367
2007,"Verano","Serena","Hembra",9.11376490563775,99.964935638757
2007,"Verano","Serena","Macho",8.46372856539185,64.4018932627777
2007,"Verano","Serena","Macho",7.78359481106506,60.1964205787808
2007,"Verano","Serena","Hembra",8.35552741045301,100.903834745415
2007,"Verano","Serena","Macho",9.82181837093523,101.867202366869
2007,"Verano","Serena","Macho",7.75752115014845,59.372506505969
2007,"Verano","Serena","Macho",4.63593975945064,17.2055338960116
2007,"Verano","Serena","Hembra",8.26493290140421,79.5996716064117
2007,"Verano","Serena","Hembra",9.14774872664353,83.7970548661567
2007,"Verano","Serena","Hembra",9.23974685962173,79.6906854835757
2007,"Verano","Serena","Hembra",9.23988138097292,97.7189284056684
2007,"Verano","Serena","Hembra",6.4694781749571,46.2789038030781
2007,"Verano","Serena","Macho",8.72686149861903,91.0715877954487
2007,"Verano","Serena","Macho",9.74536065691001,88.1761772509504
2007,"Verano","Serena","Macho",10.270183758495,112.952679032094
2007,"Verano","Serena","Macho",7.717565839225,61.8767320612476
2007,"Verano","Serena","Macho",7.55278260348924,60.0487199278971
2007,"Verano","Serena","Macho",10.6293243141927,123.11469243434
2007,"Verano","Serena","Hembra",6.49848634506482,41.1435989280008
2007,"Verano","Serena","Macho",7.35738903924769,48.7597641774479
2007,"Verano","Serena","Macho",8.87768553490767,92.8393253883941
2007,"Verano","Serena","Macho",5.34978459885192,26.9431516475347
2007,"Verano","Serena","Hembra",8.83555343491811,66.7773815742734
2007,"Verano","Serena","Hembra",10.7534368252626,179.230272657318
2007,"Verano","Serena","Hembra",8.49512721587639,94.5728848837831
2007,"Verano","Serena","Macho",7.6266281575619,55.2147358260746
2007,"Verano","Serena","Macho",8.90734991385789,78.8242095685006
2007,"Verano","Serena","Hembra",8.16511339505523,74.3473756971556
2007,"Verano","Serena","Hembra",9.47608044889488,111.185520197067
2007,"Verano","Serena","Macho",9.63754028956448,91.6130233525979
2007,"Verano","Serena","Macho",8.1045758240912,65.8627992982983
2007,"Verano","Serena","Macho",6.09962333182546,29.7037499781186
2007,"Verano","Serena","Macho",5.85902476331955,30.9643873615712
2007,"Verano","Serena","Macho",7.09190447838596,54.0988715155134
2007,"Verano","Serena","Macho",9.45554685093472,95.6948724890021
2007,"Verano","Serena","Macho",4.77105120308323,22.3298434126198
2007,"Verano","Serena","Macho",4.89324723015467,18.1990215840777
2007,"Verano","Serena","Hembra",7.71546421028788,69.1197000135983
2007,"Verano","Serena","Macho",8.77047124156699,81.4041944333847
2007,"Verano","Serena","Macho",6.54693771811951,34.4896526598388
2007,"Verano","Serena","Macho",9.6074733630633,107.599647805875
2007,"Verano","Serena","Hembra",8.90004396418622,80.9638345960375
2007,"Verano","Serena","Hembra",8.29523245811367,83.2594431496259
2007,"Verano","Serena","Hembra",9.48259376383814,108.227373018401
2007,"Verano","Serena","Hembra",8.96603819538324,94.8782496410595
2007,"Verano","Serena","Macho",7.34191045373933,49.1838001151904
2007,"Verano","Serena","Macho",8.49289538851087,73.7357250100909
2007,"Verano","Serena","Hembra",9.27701602957311,88.0947075457421
2007,"Verano","Rubí","Hembra",8.92754001383446,79.0477327256798
2007,"Verano","Rubí","Macho",6.98138264648589,41.2234565325799
2007,"Verano","Rubí","Hembra",9.52624264607703,103.374641756056
2007,"Verano","Rubí","Hembra",9.88352347067034,148.155199702305
2007,"Verano","Rubí","Hembra",8.831529467852,115.418193473661
2007,"Verano","Rubí","Macho",8.34497792618572,69.3786282174183
2007,"Verano","Rubí","Macho",7.97143736267428,62.9254440171243
2007,"Verano","Rubí","Macho",11.7744069387147,153.746882835542
2007,"Verano","Rubí","Macho",8.56973640463085,72.1344294713242
2007,"Verano","Rubí","Macho",7.83090015121009,50.6616686993567
2007,"Verano","Rubí","Macho",3.83653973626467,13.2798319873329
2007,"Verano","Rubí","Macho",5.43902099944809,24.1643107942729
2007,"Verano","Rubí","Hembra",8.40679215926732,88.3913828852144
2007,"Verano","Rubí","Macho",8.45069987623327,67.5751171233965
2007,"Verano","Rubí","Macho",8.57068318006474,68.8933493634767
2007,"Verano","Rubí","Hembra",9.48580813653834,101.226198837484
2007,"Verano","Rubí","Hembra",8.26701710881545,75.0335401845413
2007,"Verano","Rubí","Macho",10.1648009506204,117.866095976129
2007,"Verano","Rubí","Macho",6.53342272712172,39.0980440795644
2007,"Verano","Rubí","Hembra",7.04986873546832,62.3076744637655
2007,"Verano","Rubí","Hembra",7.02521658693542,45.1319256298493
2007,"Verano","Rubí","Macho",9.36190494111708,98.8956944689643
2007,"Verano","Rubí","Macho",7.95903609802332,61.0847357489431
2007,"Verano","Rubí","Hembra",9.4477815061846,91.8150826309645
2007,"Verano","Rubí","Macho",7.64489908335296,57.8742218292835
2007,"Verano","Rubí","Macho",7.09378342623822,52.9027453968425
2007,"Verano","Rubí","Hembra",8.05797690984819,59.1895323017672
2007,"Verano","Rubí","Macho",4.95055139878906,26.328256321918
2007,"Verano","Rubí","Macho",6.111654057296,33.0128371860442
2007,"Verano","Rubí","Hembra",6.76955842436986,67.1989722158806
2007,"Verano","Rubí","Hembra",9.76518672637042,107.787344071287
2007,"Verano","Rubí","Macho",7.08453884468324,44.5398139256427
2007,"Verano","Rubí","Hembra",9.44735182334822,79.1435095600971
2007,"Verano","Rubí","Hembra",10.3197887220303,112.822103724228
2007,"Verano","Rubí","Macho",7.7739828245131,56.9854214549091
2007,"Verano","Rubí","Macho",8.582594140799,77.1928108702906
2007,"Verano","Rubí","Hembra",6.39871897672471,34.4182254056948
2007,"Verano","Rubí","Hembra",7.51759626697624,79.8349032455361
2007,"Verano","Rubí","Hembra",8.56745781925941,112.588992888748
2007,"Verano","Rubí","Hembra",8.85890428400338,80.7006588117324
2007,"Verano","Rubí","Macho",6.8090232005919,43.9435071578791
2007,"Verano","Rubí","Macho",12.6642602986856,170.384049220583
2007,"Verano","Rubí","Macho",7.32073676354294,49.6230074758207
2007,"Verano","Rubí","Macho",8.20921404627106,70.5505012765006
2007,"Verano","Rubí","Macho",9.20464617416098,92.4676431539464
2007,"Verano","Rubí","Macho",8.05576832088421,57.8878023098917
2007,"Verano","Rubí","Hembra",7.72771913556746,65.5657709241751
2007,"Verano","Rubí","Macho",9.87701962873762,92.482194647375
2007,"Verano","Rubí","Macho",10.8464270494522,128.819971310375
2007,"Verano","Rubí","Hembra",8.4643672347402,63.2207671249468
2007,"Verano","Rubí","Macho",9.05585448718521,63.9668116872431
2007,"Verano","Rubí","Hembra",8.38310500179684,103.614603505162
2007,"Verano","Rubí","Macho",9.82797387009368,119.873168487428
2007,"Verano","Rubí","Macho",6.13451542975825,32.3530425628335
2007,"Verano","Rubí","Hembra",11.2850322687934,190.180598933566
2007,"Verano","Rubí","Hembra",7.775762502654,73.9756156175717
2007,"Verano","Rubí","Hembra",6.74938070267429,63.5021854155345
2007,"Verano","Rubí","Macho",7.50343969377178,56.4621422831773
2007,"Verano","Rubí","Macho",8.3494044230465,68.4067785004168
2007,"Verano","Rubí","Hembra",10.4483454492163,108.738530751325
2007,"Verano","Rubí","Macho",9.64905645051124,104.459442575578
2007,"Verano","Rubí","Macho",8.34217933447784,65.6449185164401
2007,"Verano","Rubí","Hembra",6.83261977121421,40.1158998980252
2007,"Verano","Rubí","Macho",6.62773583405741,39.8333645547453
2007,"Verano","Rubí","Macho",7.8224156152102,57.4708838354959
2007,"Verano","Rubí","Hembra",11.5636313361527,190.7198926923
2007,"Verano","Rubí","Macho",4.93761312382869,18.0965083477574
2007,"Verano","Rubí","Macho",10.0227929081382,99.7502591731884
2007,"Verano","Rubí","Macho",7.20370176270233,57.4541870108157
2007,"Verano","Rubí","Macho",10.9321845299786,141.025820528235
2007,"Verano","Rubí","Macho",6.16335891204521,40.2329865206719
2007,"Verano","Rubí","Macho",8.34415949892667,77.9872346473808
2007,"Verano","Rubí","Hembra",7.1805388699567,60.8428245174212
2007,"Verano","Rubí","Macho",9.63597792481485,87.6829766754939
2007,"Verano","Rubí","Macho",10.6224251308547,124.57951379602
2007,"Verano","Rubí","Hembra",10.8408652076814,171.30145297762
2007,"Verano","Rubí","Hembra",9.45712078910742,147.840637276656
2007,"Verano","Rubí","Macho",11.2335526327823,118.337934777064
2007,"Verano","Rubí","Macho",10.2189206447248,111.261306066194
2007,"Verano","Rubí","Hembra",8.34175010581118,83.6352210257992
2007,"Verano","Rubí","Hembra",9.07244468594164,93.7279389892642
2007,"Verano","Rubí","Hembra",7.33360694622888,46.848205315426
2007,"Verano","Rubí","Macho",7.78515631201831,62.5478672263188
2007,"Verano","Rubí","Hembra",9.96515645001859,112.325170956984
2007,"Verano","Rubí","Macho",9.02018304391999,84.6607952333375
2007,"Verano","Rubí","Hembra",9.0488287979504,109.428334811082
2007,"Verano","Rubí","Macho",6.33517723253175,41.6380062416054
2007,"Verano","Rubí","Macho",7.072327508432,38.9870632033399
2007,"Verano","Rubí","Macho",6.80016977661893,48.6077848025976
2007,"Verano","Rubí","Macho",8.77200297902295,70.1104454235067
2007,"Verano","Rubí","Hembra",7.31139084344013,48.8311940486888
2007,"Verano","Rubí","Macho",9.05547036316839,92.1603030960179
2007,"Verano","Rubí","Hembra",7.16030030567975,66.2412628963927
2007,"Verano","Rubí","Hembra",10.6942365497624,134.25049301444
2007,"Verano","Rubí","Macho",8.88300529411278,84.1619225770519
2007,"Verano","Rubí","Macho",6.90829385916944,40.191627304991
2007,"Verano","Rubí","Macho",8.50977808525208,70.9830471227271
2007,"Verano","Rubí","Macho",7.50082956131247,52.0736869344969
2007,"Verano","Rubí","Macho",8.73095153159142,74.8205157010893
2007,"Verano","Rubí","Hembra",8.79223926251236,98.0540693595342
2007,"Verano","Diana","Hembra",7.28306299280623,71.8704281104015
2007,"Verano","Diana","Macho",6.7547664060069,38.6165610871365
2007,"Verano","Diana","Hembra",8.85951242168748,95.8258007758421
2007,"Verano","Diana","Macho",10.8863882448777,145.505018793488
2007,"Verano","Diana","Macho",9.94384891474057,99.5014725639733
2007,"Verano","Diana","Macho",7.03823529484924,33.8199053836477
2007,"Verano","Diana","Hembra",9.49110748197699,122.231046317764
2007,"Verano","Diana","Macho",8.01743380031431,57.3960571963891
2007,"Verano","Diana","Macho",8.61223320792129,65.2611977413397
2007,"Verano","Diana","Hembra",8.81243378888387,105.86071170053
2007,"Verano","Diana","Macho",12.4782645983298,215.083867385402
2007,"Verano","Diana","Hembra",7.07765342729533,48.6160488373863
2007,"Verano","Diana","Macho",8.27156376032186,72.5197206033042
2007,"Verano","Diana","Macho",5.07403861045505,22.3458403573488
2007,"Verano","Diana","Macho",9.10272106902989,81.6604373980134
2007,"Verano","Diana","Macho",9.96423440192639,112.898447782953
2007,"Verano","Diana","Hembra",10.2347946893214,134.420382803594
2007,"Verano","Diana","Macho",4.82725307187689,18.0269488562552
